8.933459293969172476e+163,5.399495297383325710e+163,1.900864161570920787e+164,-5.896581954821622010e+157,2.669909845072646757e+163,-5.177598166921893933e+163,-4.468066518822258315e+164,0.000000000000000000e+00
8.933459293969172476e+163,5.399495297383325710e+163,1.900864161570920787e+164,-5.896581954821622010e+157,2.669909845072646757e+163,-5.177598166921893933e+163,-4.468066518822258315e+164,0.000000000000000000e+00
-1.411088967835928085e+164,-8.528799421701298198e+163,-3.002519359502973657e+164,9.313975102574571187e+157,-4.217269261015033514e+163,8.178300715113979052e+163,7.057556501683007350e+164,0.000000000000000000e+00
-1.295583687789448342e+155,-7.830670963383981707e+154,-2.756746876428259062e+155,8.551575759166247974e+148,-3.872062914620024069e+154,7.508862475615665972e+154,6.479857250429596385e+155,0.000000000000000000e+00
9.165471082188271158e+163,5.539726143934847211e+163,1.950231699808366368e+164,-6.049722689972493680e+157,2.739250347688150041e+163,-5.312066100323482581e+163,-4.584107132967582208e+164,0.000000000000000000e+00
1.966364976518820361e+163,1.188495754474451026e+163,4.184037324663458256e+163,-1.297910681135766399e+157,5.876802073031001397e+162,-1.139653449229483095e+163,-9.834767502998209462e+163,0.000000000000000000e+00
5.578284393851469054e+154,3.371585335638284626e+154,1.186949034903076481e+155,-3.681979176627923857e+148,1.667161166986393733e+154,-3.233026994556524464e+154,-2.789976974480946295e+155,0.000000000000000000e+00
-4.275371379690758813e+161,-2.584088302142022254e+161,-9.097148109855424243e+161,2.821983836056017683e+155,-1.277764386936212385e+161,2.477892862101115002e+161,2.138325489435358039e+162,0.000000000000000000e+00
-5.463043755531018126e+160,-3.301932442598431144e+160,-1.162428097141847822e+161,3.605913920603173573e+154,-1.632719624837995936e+160,3.166236549994286906e+160,2.732339409821653346e+161,0.000000000000000000e+00
-1.772479281585922962e+154,-1.071308798831545470e+154,-3.771486758514892076e+154,1.169935296414283337e+148,-5.297343087787127349e+153,1.027282397250257552e+154,8.865048882806963992e+154,0.000000000000000000e+00
-5.514868793242736848e+160,-3.333256148030217106e+160,-1.173455444288856414e+161,3.640121339266307510e+154,-1.648208381640323299e+160,3.196272979492319455e+160,2.758259684176376357e+161,0.000000000000000000e+00
6.749124693824978443e+162,4.079255957472507835e+162,1.436080786882411212e+163,-4.454799151244310816e+156,2.017085864803887030e+162,-3.911615253753447447e+162,-3.375572338052052562e+163,0.000000000000000000e+00
