-1.468686839122503499e+64,7.388921156968204838e+63,-3.717344937639117516e+63,1.870185523952888295e+63,-9.408849468309669420e+62,4.733565049214942967e+62,-2.381442933125657691e+62
-1.468686839122503499e+64,7.388921156968204838e+63,-3.717344937639117516e+63,1.870185523952888295e+63,-9.408849468309669420e+62,4.733565049214942967e+62,-2.381442933125657691e+62
1.808277557049597180e+62,-9.097392271137583213e+61,4.576871831003090215e+61,-2.302611026666231064e+61,1.158436970904407625e+61,-5.828063012019541929e+60,2.932081703638323412e+60
-3.594291227501810871e+62,1.808277557049597180e+62,-9.097392271137583213e+61,4.576871831003083935e+61,-2.302611026666234490e+61,1.158436970904410194e+61,-5.828063012019529084e+60
7.144328799376973074e+62,-3.594291227501810871e+62,1.808277557049597180e+62,-9.097392271137572937e+61,4.576871831003090215e+61,-2.302611026666239628e+61,1.158436970904407625e+61
-1.420069514764479693e+63,7.144328799376973074e+62,-3.594291227501810871e+62,1.808277557049595353e+62,-9.097392271137583213e+61,4.576871831003100491e+61,-2.302611026666234490e+61
2.822654840492900826e+63,-1.420069514764479693e+63,7.144328799376973074e+62,-3.594291227501808131e+62,1.808277557049597180e+62,-9.097392271137603766e+61,4.576871831003090215e+61
-5.610556571858669269e+63,2.822654840492900826e+63,-1.420069514764479693e+63,7.144328799376967593e+62,-3.594291227501810871e+62,1.808277557049601291e+62,-9.097392271137583213e+61
1.115203481291735255e+64,-5.610556571858669269e+63,2.822654840492900826e+63,-1.420069514764478597e+63,7.144328799376973074e+62,-3.594291227501819092e+62,1.808277557049597180e+62
-1.468686839122503499e+64,7.388921156968204838e+63,-3.717344937639117516e+63,1.870185523952888295e+63,-9.408849468309669420e+62,4.733565049214942967e+62,-2.381442933125657691e+62
-2.216676347090461305e+64,1.115203481291735255e+64,-5.610556571858669269e+63,2.822654840492898634e+63,-1.420069514764479510e+63,7.144328799376989516e+62,-3.594291227501810871e+62
