-9.820137698244735602e+240,5.326449344291527905e+240,9.554169336263332984e+240,-7.399388907522559710e+240,-7.389348975963982889e+240,1.936794178012154214e+240,5.685083314847469757e+240
-2.302419700786009131e+232,1.248834006444496981e+232,2.240061023623948943e+232,-1.734853351140118196e+232,-1.732499398789852368e+232,4.540988333208298631e+231,1.332918969868850346e+232
-7.542635100267745716e+237,4.091130391301215604e+237,7.338350561263781599e+237,-5.683310378059867755e+237,-5.675598924055389641e+237,1.487609664748376087e+237,4.366589377476819538e+237
-2.302419700786009131e+232,1.248834006444496981e+232,2.240061023623948943e+232,-1.734853351140118196e+232,-1.732499398789852368e+232,4.540988333208298631e+231,1.332918969868850346e+232
-2.302419700786009131e+232,1.248834006444496981e+232,2.240061023623948943e+232,-1.734853351140118196e+232,-1.732499398789852368e+232,4.540988333208298631e+231,1.332918969868850346e+232
-2.302419700786009131e+232,1.248834006444496981e+232,2.240061023623948943e+232,-1.734853351140118196e+232,-1.732499398789852368e+232,4.540988333208298631e+231,1.332918969868850346e+232
-2.302419700786009131e+232,1.248834006444496981e+232,2.240061023623948943e+232,-1.734853351140118196e+232,-1.732499398789852368e+232,4.540988333208298631e+231,1.332918969868850346e+232
-2.302419700786009131e+232,1.248834006444496981e+232,2.240061023623948943e+232,-1.734853351140118196e+232,-1.732499398789852368e+232,4.540988333208298631e+231,1.332918969868850346e+232
-2.302419700786009131e+232,1.248834006444496981e+232,2.240061023623948943e+232,-1.734853351140118196e+232,-1.732499398789852368e+232,4.540988333208298631e+231,1.332918969868850346e+232
2.303303605943598258e+232,-1.249313437201145511e+232,-2.240920989116522054e+232,1.735519366039231102e+232,1.733164510000283702e+232,-4.542731630925438013e+231,-1.333430681070641155e+232
2.303303605943598258e+232,-1.249313437201145511e+232,-2.240920989116522054e+232,1.735519366039231102e+232,1.733164510000283702e+232,-4.542731630925438013e+231,-1.333430681070641155e+232
8.270549418718005031e+231,-4.485951611058949234e+231,-8.046550066654380633e+231,6.231787527675672464e+231,6.223331867208708956e+231,-1.631173864903958287e+231,-4.787994216555595771e+231
-3.565511091346912662e+232,1.933935632894804772e+232,3.468942878788992850e+232,-2.686581800546083965e+232,-2.682936486353146353e+232,7.032142863529091563e+231,2.064149020837359836e+232
-1.441531381522807116e+237,7.818875985069220705e+236,1.402488981907890570e+237,-1.086181440835804812e+237,-1.084707645166672182e+237,2.843085986110182305e+236,8.345326976819452980e+236
-9.858772551494109405e+240,5.347404914883344969e+240,9.591757804120783432e+240,-7.428499935632508342e+240,-7.418420504497213822e+240,1.944414005874152538e+240,5.707449840280087196e+240
