6.994649830885844022e-01,6.473924982007808748e-02,-4.212788244522051861e-02,-4.570565014492207478e-02,7.687917783592092269e-02,-7.189122885928608819e-02,9.657514606524496281e-03,2.465558423414075662e-02
-4.082337313197392618e-03,1.182387676314165664e-01,-3.361082615914540335e-03,2.045888869893766615e-02,-8.569800038135321971e-04,5.873467096565203327e-02,-8.094078745659451929e-03,-2.656280497442193894e-04
-4.505168820179640543e-02,2.168143434503031486e-01,-2.819661083270703222e-02,-1.379148570975384557e-03,-2.912554021707327440e-02,-2.309487409115748568e-02,7.200310215912067435e-02,3.175701716920754708e-04
-4.245028887252656064e-02,7.583878073777168549e-02,2.165346041000167088e-02,-1.189826782434874608e-02,-4.969090981121488870e-06,-2.785136725025780247e-01,-8.012540792290745234e-04,1.495094932985456051e-05
-2.211980074266616664e-02,1.412100507276338734e-01,7.554726069588432735e-02,8.174523556907575123e-03,-1.585348014693715741e-03,5.717948501088476743e-02,-6.322868194280172049e-02,2.783491578515677012e-04
-8.148885020427223957e-02,5.146534650059447769e-02,6.737290373570425928e-02,1.962436768237338890e-03,-5.553885411531259749e-04,1.781025465049626000e-01,1.532412098554187304e-03,-2.993681007216612063e-04
-5.586984527993959018e-03,6.694707646012496016e-02,-7.525779646440357296e-02,6.457987379401734958e-03,-1.121364043818408665e-03,2.632507379004402764e-02,5.854009002736375658e-03,-8.640002248725975071e-04
-5.234130294412058237e-01,2.602102220656817289e-01,-8.362678386086888627e-02,5.323399363576062845e-03,2.724899206706198757e-02,3.787342505370597766e-03,-3.999868816848470114e-03,-2.536250127524613033e-04
-1.951549013731125881e-01,1.064008994682985876e-01,2.184605461618086830e-01,3.351165414725423841e-03,-1.155059168430014023e-03,4.597992714293109434e-02,1.042995816258566327e-02,-5.865849022958895004e-04
-2.280764726999134628e-01,3.030348710602879247e-01,4.995268091820546097e-01,2.159517152264033013e-02,8.498404077174862849e-07,-8.794925022627006483e-02,-2.464627722882866464e-03,2.832126491770274807e-04
-1.968628968768390275e-01,1.530477991176605046e-01,2.013120113883303808e-01,-5.014415145305783396e-03,2.768314356645761986e-04,1.870106457640273445e-02,5.235079360816933744e-03,-5.868136110713139319e-04
-1.724389126157927776e-01,4.213422953685611039e-02,-1.768566484564597710e-02,1.084711305929086239e-03,-2.938510211405650227e-04,-3.383176652847907223e-02,7.773519373889941362e-04,-2.515438548096719891e-06
-1.038012110025073598e-01,4.807791259595398103e-02,5.208116559439172205e-02,-3.016811859491978429e-02,2.939740752116782631e-04,-2.773455097316000414e-02,-9.082334013408349584e-04,5.804139388599239419e-04
1.793085100602382839e-02,2.386837437043419843e-02,-1.446123415952461910e-01,7.746336458785736331e-03,-2.979926984428773887e-04,3.294303051518250591e-02,2.006541055451342877e-03,1.075648663985797976e-05
-1.235781634843230864e-01,-9.219676383337630302e-03,4.533022815702025116e-02,-3.585965527721819007e-02,-2.856760318760399008e-06,1.581520561011136956e-03,5.154826562633636235e-03,9.930246226479880580e-07
