1.432574851589003481e-02,6.542310009272127302e-02,3.000150283061687323e-02,1.757019002172030206e-02,2.902782456735312697e-02,-1.430976514049830429e-02,5.946867756158565228e-03,1.304085420979531930e-02,2.396762504451896772e-02,3.002637678496758444e-02,2.651663051347462156e-03,3.452141957890339508e-02,2.334490064185169508e-02
1.054705942813139764e-02,-7.890014126404309644e-03,-6.302568229565004738e-03,2.901032185845617110e-03,2.981085036683460768e-02,2.687579486839093354e-02,5.866901435115536153e-04,8.329274310549875104e-03,3.697433733948692763e-02,-4.897537544158253597e-02,-2.136474671205139744e-02,3.202534638890986579e-02,3.556320115415274961e-03
-2.852534306766257681e-03,-7.401531062340654596e-03,-2.588804384902694457e-03,2.343609193968789785e-03,-4.601436353019270481e-03,7.561158320338969008e-03,2.442668091792590292e-03,-1.627613829559477945e-03,1.360391611768569341e-02,-4.159078427214401089e-03,2.106024873942469351e-03,-8.118454785623160919e-03,1.567767876826164268e-03
2.896291508501522196e-03,-3.223152153875611433e-03,9.162854651681769103e-03,-2.962098453797994656e-03,8.238026571944483817e-03,-1.132834446610056327e-02,-9.557611019476794020e-03,-1.351282739799267163e-02,1.162999502383190234e-02,-3.594502255323284070e-03,7.933176997781177242e-03,1.092083771412829217e-03,2.061377562637687483e-02
-5.726015227601525398e-03,2.219210357317964386e-03,-5.125067132096767196e-03,-1.081226234126324683e-03,-6.910258211459539834e-03,-1.438623363752349624e-03,-3.477291614478583009e-03,-4.482610301288888523e-03,1.629596928887281498e-02,-1.502237105794325574e-03,-5.423214113187276378e-03,-2.536511655118829818e-03,2.911555732286934609e-02
-1.201131853553876914e-03,2.054721291451138635e-03,1.642328128490928266e-04,-5.546972964988655663e-03,4.404935206107260179e-03,-3.306880668667375265e-03,3.410343779636622330e-03,1.949081085241653744e-02,-9.985342584535709248e-03,-1.633952687410086466e-02,-4.136511778252143119e-03,-9.982162163954226217e-03,6.239237717721854079e-03
1.240112536738508702e-03,6.689501933110210234e-03,-7.651811811590210517e-03,-1.457675313270713046e-03,-8.228858229438865829e-03,-6.562697738654464999e-03,-5.660947904459825118e-03,5.502048386253470535e-02,1.491114024015808073e-02,-5.139797237723638286e-03,1.923382477248995054e-03,-1.576120785660571622e-02,-2.878042317121220356e-02
-1.635366250678158689e-02,-1.757695327031786117e-02,-7.907017340191222973e-03,-5.542255562111556358e-03,9.383658833920435760e-03,2.395756116677170283e-02,1.834914771729576413e-02,-6.832899790897727435e-03,-7.514072415899642095e-03,2.452761017516471784e-02,-6.198182583656186746e-03,-1.067232086608692343e-02,-3.710796642738341429e-03
-1.078030796866443104e-02,2.053697749954791832e-02,-3.135303710574056067e-03,-1.145119603360593430e-02,-2.692361955412370198e-03,4.567791271670351878e-03,-3.917669166478872714e-03,-6.543809662436554653e-03,8.648397577898160257e-03,-2.845184740863803850e-04,1.020921267288829419e-02,-8.839137613349014322e-03,1.480815074930332854e-02
-1.771817053836341124e-02,7.233777068847715985e-03,-1.241559530908068962e-02,-3.509867120368750405e-03,7.754942425762817275e-03,-9.073219573606907187e-03,1.536478612375909679e-02,-1.945718887808026241e-03,-1.598606510512665157e-03,1.838447875066385323e-02,-3.042729602569375566e-03,-6.793505128979119949e-03,2.368010422157246914e-02
-5.494410375468646544e-03,-2.275342220108726894e-03,-3.515505141046080997e-03,-2.823672419619094841e-03,4.393349757161719125e-03,-1.064815923287448264e-02,-8.762644356524865175e-03,2.395386776541849323e-04,-7.145050423884832629e-03,-7.769223246001258007e-03,5.268472708733965351e-03,1.289205257196094365e-03,2.412987697758977451e-02
-9.511051781023540513e-03,-1.078076451950332748e-02,-9.441638598700913959e-03,2.107228722374770644e-02,2.173079455774909116e-02,1.221354875061303295e-02,-6.638540128462555763e-03,-2.987116693987626644e-03,-1.632615691219928972e-02,7.718833626930024852e-03,8.287800540981845807e-03,-7.040943306958868941e-03,-5.641704170450897310e-03
2.578920123729578186e-05,1.588716051557931275e-02,1.627211850010806468e-03,3.109703256041280311e-02,-1.696978270114393728e-02,2.450197554551561754e-02,-1.366814254540028341e-02,1.395990092504330749e-03,6.084314132499624508e-03,-9.034158307566359999e-03,-1.596825699708296492e-02,1.575365169461757572e-03,-1.537376054504794622e-02
2.619128438600765597e-03,-5.326368368348297772e-03,-1.474288686934484630e-02,-3.244133985779335070e-03,1.090391465337900434e-02,-1.316719178381092932e-03,1.404933980427436682e-02,-3.026371183558757092e-03,1.157014434477430555e-02,-3.704296909706287773e-04,1.055670451765100201e-02,-3.960446720440395987e-03,-9.661759704885938480e-03
2.652299272357142718e-02,-2.224074929737899879e-03,-6.255019471486968075e-03,-5.275894805013848707e-03,-5.367952608921985370e-03,-1.905579356273415931e-02,-6.784610868262573764e-03,-1.015882570292906198e-02,-5.682466118378093518e-03,-8.414958437945051911e-03,-6.097098684601256341e-03,1.868187715885568853e-02,2.649407662970211172e-02
-9.375720939117886251e-04,-9.770740317659704077e-03,1.356570452349930081e-02,2.191573693699360587e-02,1.473228634670300033e-02,-9.971609840429163096e-03,-1.084715607969273000e-02,1.000734839196663548e-02,-1.894370746035421368e-02,-7.351046607303676934e-03,7.167232145852053468e-03,-2.095126793201191814e-02,5.116488074420447001e-03
-1.228464919323906182e-02,-2.308511466335025700e-02,-6.175348138024895107e-03,3.288782068470027468e-03,2.496343636143687206e-02,4.987498934329195541e-03,1.531108836869579139e-02,9.136468845096636787e-03,-6.938772418318274286e-03,3.197057258805191537e-02,1.500070178117550446e-02,-1.411772961650008783e-02,-2.846888180346770006e-02
-6.817499295307588580e-03,8.906034064180360635e-04,-6.403948229707528625e-03,-4.479229356510374543e-03,3.065595667974970601e-02,-5.618068931616255861e-03,-1.198934619561346912e-03,1.483114296161123537e-02,-5.293970481601632111e-03,-1.049010079805674442e-02,1.193779270593526773e-02,-6.689062549572905372e-03,-4.809789121724651270e-03
-2.037886006178080221e-03,-5.058101848356298148e-03,-3.853641333216693051e-03,-5.812977379637781702e-03,-4.572169998589298116e-03,-4.129385165889218334e-03,1.520642029307204754e-02,1.269787617801257720e-03,2.824466071932512333e-03,1.040866952563971985e-02,4.690084025344263760e-03,6.775199036691866971e-04,-7.047801764117638326e-03
